id,dob,gender,country,city,job_title,job_industry,wealth_segment
ID0670,1997-08-31,Female,UK,Manchester,Project Manager,Hospitality,Mass Affluent
ID0671,1989-05-29,Male,France,Paris,Financial Analyst,Construction,Affluent
ID0672,1983-02-11,Male,UK,London,Software Engineer,Education,Mass Affluent
ID0673,1960-06-04,Male,Canada,Vancouver,Sales Executive,Construction,High Net Worth
ID0674,1981-05-28,Female,Germany,Berlin,Data Scientist,Construction,High Net Worth
ID0675,1971-09-17,Male,Vietnam,Hanoi,Data Scientist,Construction,Mass Affluent
ID0676,2000-10-09,Female,UK,Manchester,HR Specialist,Finance,High Net Worth
ID0677,1966-04-17,Female,Vietnam,Ho Chi Minh,HR Specialist,IT,High Net Worth
ID0678,1987-05-03,Male,Vietnam,Ho Chi Minh,Consultant,Education,High Net Worth
ID0679,1981-08-11,Male,France,Paris,Project Manager,Construction,Affluent
ID0680,1971-08-17,Female,UK,Manchester,Marketing Manager,Marketing,High Net Worth
ID0681,1965-04-15,Female,USA,New York,Sales Executive,Marketing,Mass Affluent
ID0682,1990-01-30,Male,UK,London,Marketing Manager,Finance,Mass Affluent
ID0683,1977-04-11,Female,Australia,Melbourne,Sales Executive,Retail,Affluent
ID0684,1993-04-25,Female,Canada,Vancouver,Financial Analyst,Hospitality,Mass Affluent
ID0685,1981-05-18,Male,Vietnam,Hanoi,Marketing Manager,Healthcare,High Net Worth
ID0686,1990-12-09,Male,UK,Manchester,Financial Analyst,IT,Affluent
ID0687,1962-04-25,Female,Vietnam,Hanoi,HR Specialist,Education,Mass Affluent
ID0688,1998-06-30,Male,Canada,Toronto,Software Engineer,Finance,Affluent
ID0689,1998-05-21,Female,UK,Manchester,Project Manager,Healthcare,Mass Affluent
ID0690,1976-08-23,Male,Canada,Vancouver,Project Manager,Healthcare,High Net Worth
ID0691,1988-08-24,Female,UK,London,Project Manager,Marketing,High Net Worth
ID0692,1979-01-16,Male,Australia,Melbourne,General Manager,Hospitality,High Net Worth
ID0693,1964-10-07,Female,UK,Manchester,Project Manager,Marketing,Mass Affluent
ID0694,1970-09-12,Female,Canada,Toronto,Financial Analyst,IT,Mass Affluent
ID0695,1975-02-25,Male,Canada,Vancouver,Consultant,Finance,Mass Affluent
ID0696,1995-12-04,Female,UK,London,Project Manager,Marketing,Mass Affluent
ID0697,1990-02-05,Female,Vietnam,Ho Chi Minh,General Manager,Hospitality,Mass Affluent
ID0698,1961-09-20,Male,Vietnam,Hanoi,Marketing Manager,Education,Affluent
ID0699,1987-06-21,Male,Vietnam,Ho Chi Minh,Financial Analyst,Finance,Mass Affluent
ID0700,1974-12-28,Male,Canada,Toronto,Software Engineer,Construction,Mass Affluent
ID0701,1993-09-14,Female,Vietnam,Hanoi,Project Manager,Healthcare,High Net Worth
ID0702,1968-02-09,Male,Canada,Toronto,Data Scientist,Finance,Affluent
ID0703,1988-03-24,Female,UK,London,Consultant,Healthcare,High Net Worth
ID0704,1975-02-09,Male,Vietnam,Hanoi,Consultant,Construction,High Net Worth
ID0705,1995-12-16,Male,USA,New York,Accountant,Marketing,High Net Worth
ID0706,1968-03-30,Female,Vietnam,Hanoi,Data Scientist,Finance,Mass Affluent
ID0707,1986-02-15,Female,Germany,Berlin,Financial Analyst,Healthcare,Mass Affluent
ID0708,1989-09-09,Female,USA,New York,Data Scientist,Hospitality,Mass Affluent
ID0709,1986-04-04,Female,UK,Manchester,General Manager,Education,Affluent
ID0710,1977-05-20,Male,Australia,Melbourne,General Manager,Finance,Mass Affluent
ID0711,1992-12-31,Male,UK,London,Sales Executive,Healthcare,High Net Worth
ID0712,1978-07-24,Female,Vietnam,Hanoi,Marketing Manager,Hospitality,Mass Affluent
ID0713,1976-02-22,Female,Vietnam,Hanoi,Project Manager,Finance,Affluent
ID0714,1991-12-10,Female,Canada,Toronto,Sales Executive,Construction,Affluent
ID0715,1998-08-03,Female,France,Paris,Marketing Manager,Healthcare,Affluent
ID0716,2000-07-13,Male,UK,London,Project Manager,Education,Mass Affluent
ID0717,1971-09-12,Female,UK,London,Marketing Manager,Finance,High Net Worth
ID0718,1983-03-10,Male,Vietnam,Ho Chi Minh,Accountant,Finance,Affluent
ID0719,1971-06-11,Female,Canada,Toronto,Software Engineer,Healthcare,Affluent
ID0720,1976-10-05,Female,Vietnam,Hanoi,Marketing Manager,Retail,Affluent
ID0721,1977-02-18,Male,UK,London,Financial Analyst,IT,High Net Worth
ID0722,1967-07-04,Female,Vietnam,Ho Chi Minh,Software Engineer,Finance,High Net Worth
ID0723,1980-09-18,Female,Germany,Berlin,Financial Analyst,Education,High Net Worth
ID0724,1984-10-31,Female,Australia,Sydney,Project Manager,Finance,High Net Worth
ID0725,1964-09-23,Male,UK,London,Data Scientist,Retail,Affluent
ID0726,1973-10-09,Male,Canada,Vancouver,General Manager,Retail,Affluent
ID0727,1988-02-16,Male,Vietnam,Hanoi,Consultant,Marketing,Affluent
ID0728,1974-12-09,Female,UK,London,Accountant,Construction,Affluent
ID0729,1998-03-30,Female,Canada,Toronto,Financial Analyst,Finance,High Net Worth
ID0730,1966-02-14,Female,Canada,Vancouver,General Manager,Education,High Net Worth
ID0731,1979-08-21,Male,Vietnam,Hanoi,Consultant,Healthcare,High Net Worth
ID0732,1966-09-30,Female,USA,New York,HR Specialist,Marketing,High Net Worth
ID0733,1963-07-18,Female,Canada,Toronto,Sales Executive,Hospitality,Mass Affluent
ID0734,1987-04-20,Female,Vietnam,Ho Chi Minh,Sales Executive,Finance,Mass Affluent
ID0735,1974-09-15,Male,USA,Los Angeles,Sales Executive,Marketing,Affluent
ID0736,1992-12-04,Female,Vietnam,Hanoi,Financial Analyst,Education,Mass Affluent
ID0737,1999-01-22,Female,Canada,Toronto,Financial Analyst,Marketing,Mass Affluent
ID0738,1985-12-05,Female,France,Paris,Sales Executive,Retail,Mass Affluent
ID0739,1963-09-12,Male,Australia,Sydney,Financial Analyst,Education,Affluent
ID0740,1973-08-21,Female,USA,New York,HR Specialist,Education,Affluent
ID0741,1978-08-28,Female,Australia,Sydney,General Manager,Finance,High Net Worth
ID0742,1985-06-24,Female,France,Paris,Project Manager,Hospitality,High Net Worth
ID0743,1969-01-27,Female,Germany,Berlin,General Manager,Retail,Affluent
ID0744,1961-02-08,Male,Vietnam,Hanoi,Financial Analyst,Hospitality,Affluent
ID0745,1967-02-11,Male,USA,Los Angeles,Data Scientist,Education,Mass Affluent
ID0746,1965-11-07,Male,UK,London,HR Specialist,Finance,Affluent
ID0747,1968-12-04,Male,Australia,Sydney,Accountant,Marketing,High Net Worth
ID0748,1977-10-16,Male,UK,Manchester,Consultant,Education,Mass Affluent
ID0749,1971-01-21,Female,Australia,Sydney,Accountant,Healthcare,High Net Worth
ID0750,1977-09-14,Male,France,Paris,Software Engineer,IT,High Net Worth
ID0751,1998-04-27,Male,Germany,Berlin,Financial Analyst,Construction,High Net Worth
ID0752,1995-10-09,Male,UK,London,Software Engineer,Marketing,Affluent
ID0753,1971-07-22,Female,USA,Los Angeles,Project Manager,Healthcare,Affluent
ID0754,1974-04-06,Female,France,Paris,Financial Analyst,Hospitality,Mass Affluent
ID0755,1985-11-27,Female,Australia,Melbourne,Accountant,Retail,Affluent
ID0756,1960-05-28,Male,France,Paris,Software Engineer,Marketing,Affluent
ID0757,1964-04-16,Male,USA,New York,Software Engineer,Healthcare,High Net Worth
ID0758,1980-01-21,Male,France,Paris,Consultant,Finance,High Net Worth
ID0759,1993-10-31,Female,USA,New York,Financial Analyst,Retail,Mass Affluent
ID0760,1970-07-12,Female,USA,New York,Financial Analyst,Finance,Mass Affluent
ID0761,1960-08-08,Female,Australia,Sydney,Project Manager,Healthcare,Affluent
ID0762,1976-04-29,Female,USA,New York,General Manager,Finance,Mass Affluent
ID0763,1992-05-22,Female,USA,New York,Software Engineer,Finance,Mass Affluent
ID0764,1999-10-23,Female,Vietnam,Hanoi,Financial Analyst,Hospitality,High Net Worth
ID0765,1980-11-08,Male,Canada,Toronto,HR Specialist,Hospitality,Affluent
ID0766,1966-12-16,Male,Australia,Sydney,Accountant,Retail,Affluent
ID0767,1972-06-20,Male,Germany,Berlin,Marketing Manager,Hospitality,High Net Worth
ID0768,1976-03-11,Male,Canada,Toronto,Data Scientist,Education,Mass Affluent
ID0769,1961-01-01,Male,UK,London,Sales Executive,Retail,High Net Worth
ID0770,1963-10-05,Female,Australia,Melbourne,Consultant,Education,Mass Affluent
ID0771,1980-01-16,Male,Canada,Toronto,Accountant,IT,Affluent
ID0772,1987-05-24,Male,Germany,Berlin,Financial Analyst,Healthcare,High Net Worth
ID0773,1968-06-16,Female,Germany,Berlin,Financial Analyst,Finance,Affluent
ID0774,1972-02-08,Female,Vietnam,Hanoi,Data Scientist,Finance,High Net Worth
ID0775,1989-02-24,Male,UK,London,Marketing Manager,Finance,Mass Affluent
ID0776,1973-01-08,Female,Canada,Vancouver,HR Specialist,Finance,Mass Affluent
ID0777,1987-08-09,Female,USA,Los Angeles,Data Scientist,Marketing,High Net Worth
ID0778,1975-02-15,Female,USA,Los Angeles,General Manager,Marketing,Mass Affluent
ID0779,1999-05-06,Female,France,Paris,Data Scientist,IT,Affluent
ID0780,2000-12-13,Male,Germany,Berlin,Consultant,Education,Mass Affluent
ID0781,1963-06-25,Female,Australia,Melbourne,General Manager,Retail,Affluent
ID0782,1987-03-09,Female,Canada,Vancouver,Financial Analyst,Marketing,Affluent
ID0783,1990-08-10,Female,France,Paris,General Manager,Marketing,Affluent
ID0784,1960-09-05,Female,Canada,Vancouver,Consultant,IT,High Net Worth
ID0785,1973-10-15,Female,Germany,Berlin,Project Manager,Construction,High Net Worth
ID0786,1966-07-19,Male,Vietnam,Hanoi,Project Manager,Retail,High Net Worth
ID0787,1975-07-25,Male,UK,Manchester,Software Engineer,Hospitality,High Net Worth
ID0788,1960-01-24,Female,USA,New York,Financial Analyst,Healthcare,Mass Affluent
ID0789,1968-07-28,Male,USA,New York,HR Specialist,Hospitality,Mass Affluent
ID0790,1963-10-29,Male,USA,New York,Project Manager,IT,Mass Affluent
ID0791,1979-01-18,Female,Vietnam,Ho Chi Minh,General Manager,Retail,High Net Worth
ID0792,1983-03-03,Male,Canada,Toronto,Consultant,Construction,High Net Worth
ID0793,1999-12-18,Male,Vietnam,Ho Chi Minh,Accountant,Marketing,Mass Affluent
ID0794,1969-01-23,Male,Australia,Sydney,Sales Executive,Marketing,Affluent
ID0795,1979-11-14,Female,Australia,Melbourne,Software Engineer,Education,High Net Worth
ID0796,1969-04-23,Male,Canada,Toronto,Sales Executive,Finance,Mass Affluent
ID0797,1970-01-19,Male,Germany,Berlin,Accountant,Education,High Net Worth
ID0798,1962-03-11,Male,Vietnam,Ho Chi Minh,General Manager,Education,High Net Worth
ID0799,1981-07-05,Male,Vietnam,Ho Chi Minh,Sales Executive,Construction,Mass Affluent
ID0800,1999-11-22,Male,Vietnam,Ho Chi Minh,General Manager,Finance,Affluent
ID0801,2000-02-26,Male,USA,Los Angeles,Data Scientist,Healthcare,Affluent
ID0802,1986-03-28,Female,UK,Manchester,Accountant,Healthcare,High Net Worth
ID0803,1991-03-12,Female,Australia,Sydney,Software Engineer,Hospitality,Mass Affluent
ID0804,1999-10-28,Male,Vietnam,Hanoi,Project Manager,IT,Affluent
ID0805,1999-07-19,Male,USA,New York,General Manager,Education,High Net Worth
ID0806,1964-11-12,Male,UK,London,Marketing Manager,Marketing,Affluent
ID0807,1981-03-15,Female,France,Paris,Sales Executive,Hospitality,High Net Worth
ID0808,1969-07-24,Female,Vietnam,Ho Chi Minh,Marketing Manager,Healthcare,Mass Affluent
ID0809,1991-07-04,Female,USA,Los Angeles,Software Engineer,Healthcare,Mass Affluent
ID0810,1970-09-22,Female,USA,Los Angeles,Software Engineer,Marketing,Affluent
ID0811,1960-10-04,Female,Germany,Berlin,Consultant,Education,Affluent
ID0812,1978-03-24,Female,USA,Los Angeles,General Manager,Hospitality,Affluent
ID0813,1975-04-09,Female,UK,London,General Manager,Retail,Affluent
ID0814,1961-10-24,Male,Australia,Melbourne,Financial Analyst,Finance,High Net Worth
ID0815,1998-08-16,Male,Vietnam,Hanoi,Marketing Manager,Education,Mass Affluent
ID0816,1990-02-10,Female,Canada,Vancouver,HR Specialist,Healthcare,Mass Affluent
ID0817,1968-09-15,Female,USA,New York,Software Engineer,Retail,Mass Affluent
ID0818,1970-10-28,Female,Vietnam,Ho Chi Minh,Accountant,IT,Affluent
ID0819,1993-07-30,Female,France,Paris,General Manager,Healthcare,High Net Worth
ID0820,2000-10-23,Male,Canada,Vancouver,Consultant,Retail,Mass Affluent
ID0821,1962-09-23,Female,UK,Manchester,Marketing Manager,Healthcare,High Net Worth
ID0822,1978-11-20,Female,Australia,Melbourne,Financial Analyst,Healthcare,Mass Affluent
ID0823,1990-03-02,Female,UK,London,Accountant,Hospitality,Affluent
ID0824,1990-05-16,Female,Vietnam,Ho Chi Minh,General Manager,Healthcare,High Net Worth
ID0825,1993-12-20,Male,UK,Manchester,Consultant,Marketing,Affluent
ID0826,1995-06-11,Male,Vietnam,Ho Chi Minh,Software Engineer,Marketing,High Net Worth
ID0827,1962-01-14,Male,Canada,Toronto,Sales Executive,Construction,Mass Affluent
ID0828,1999-04-01,Female,Vietnam,Ho Chi Minh,Software Engineer,Healthcare,Mass Affluent
ID0829,1990-04-11,Male,UK,Manchester,Sales Executive,Retail,Affluent
ID0830,1991-07-02,Male,Australia,Sydney,Marketing Manager,Healthcare,High Net Worth
ID0831,1994-01-05,Male,Germany,Berlin,HR Specialist,Retail,High Net Worth
ID0832,1973-12-09,Female,Canada,Toronto,HR Specialist,Education,Affluent
ID0833,1971-07-09,Male,Germany,Berlin,General Manager,Construction,Affluent
ID0834,1983-10-03,Female,USA,New York,General Manager,Marketing,High Net Worth
ID0835,1989-07-28,Male,Australia,Sydney,Accountant,Education,Mass Affluent
ID0836,1980-01-26,Female,Canada,Toronto,HR Specialist,Hospitality,High Net Worth
ID0837,1982-02-02,Male,Australia,Sydney,Accountant,Healthcare,High Net Worth
ID0838,2000-02-26,Female,UK,London,Accountant,Construction,High Net Worth
ID0839,1978-12-05,Male,Australia,Melbourne,Consultant,Construction,High Net Worth
ID0840,1969-10-02,Male,Vietnam,Hanoi,Software Engineer,Healthcare,Mass Affluent
ID0841,1998-04-25,Female,UK,Manchester,Financial Analyst,Marketing,Mass Affluent
ID0842,1975-07-10,Female,USA,New York,Sales Executive,Education,High Net Worth
ID0843,1967-01-13,Female,Vietnam,Ho Chi Minh,Financial Analyst,Finance,Mass Affluent
ID0844,1998-08-26,Male,UK,Manchester,Consultant,Education,Affluent
ID0845,1990-08-20,Male,UK,London,Data Scientist,Hospitality,Mass Affluent
ID0846,1976-05-01,Male,UK,London,Sales Executive,Hospitality,Affluent
ID0847,1989-12-14,Male,USA,Los Angeles,Data Scientist,Marketing,Affluent
ID0848,1982-04-18,Female,Vietnam,Hanoi,Software Engineer,Education,High Net Worth
ID0849,1997-10-23,Male,Germany,Berlin,HR Specialist,Marketing,Mass Affluent
ID0850,1993-11-12,Male,Canada,Toronto,General Manager,Finance,Affluent
ID0851,1983-12-03,Female,France,Paris,Accountant,Hospitality,Mass Affluent
ID0852,1995-12-26,Female,USA,Los Angeles,Financial Analyst,Construction,High Net Worth
ID0853,1999-12-09,Male,France,Paris,General Manager,Education,High Net Worth
ID0854,1987-04-29,Male,UK,Manchester,Sales Executive,Healthcare,High Net Worth
ID0855,1989-06-27,Male,USA,Los Angeles,Financial Analyst,IT,Affluent
ID0856,1978-08-09,Male,Australia,Melbourne,Financial Analyst,Marketing,High Net Worth
ID0857,1995-04-13,Female,USA,Los Angeles,Marketing Manager,IT,Mass Affluent
ID0858,1997-04-27,Male,Canada,Toronto,General Manager,Healthcare,High Net Worth
ID0859,1963-10-27,Male,Canada,Toronto,Consultant,Construction,Affluent
ID0860,1994-05-19,Male,Australia,Melbourne,Project Manager,Education,High Net Worth
ID0861,1978-09-03,Male,Germany,Berlin,Accountant,Healthcare,High Net Worth
ID0862,1961-01-25,Male,Australia,Melbourne,Sales Executive,Retail,High Net Worth
ID0863,1985-06-30,Male,Canada,Toronto,Project Manager,Education,Mass Affluent
ID0864,1987-03-30,Female,France,Paris,Accountant,Retail,High Net Worth
ID0865,1969-01-21,Female,Canada,Vancouver,Data Scientist,Finance,Affluent
ID0866,1994-08-18,Male,USA,Los Angeles,Project Manager,Hospitality,High Net Worth
ID0867,1967-08-17,Male,Australia,Sydney,Marketing Manager,Education,Mass Affluent
ID0868,1978-10-06,Male,Australia,Sydney,Marketing Manager,Hospitality,Mass Affluent
ID0869,1963-10-30,Male,UK,London,Data Scientist,Finance,Affluent
ID0870,1979-12-02,Female,Germany,Berlin,Accountant,IT,Affluent
ID0871,1984-05-19,Male,Canada,Vancouver,Consultant,Hospitality,High Net Worth
ID0872,1991-06-20,Female,UK,London,Data Scientist,Healthcare,Affluent
ID0873,1979-01-26,Female,UK,Manchester,Sales Executive,Healthcare,Affluent
ID0874,1977-02-14,Female,UK,Manchester,HR Specialist,Marketing,High Net Worth
ID0875,1991-08-08,Female,USA,Los Angeles,Data Scientist,Education,High Net Worth
ID0876,1975-12-25,Male,Germany,Berlin,Project Manager,Hospitality,Affluent
ID0877,1981-04-04,Male,Australia,Melbourne,Consultant,Education,Mass Affluent
ID0878,1967-02-19,Female,Vietnam,Ho Chi Minh,Consultant,Education,Mass Affluent
ID0879,1999-10-19,Male,Germany,Berlin,Software Engineer,Finance,High Net Worth
ID0880,1998-01-09,Male,USA,New York,Project Manager,Retail,Affluent
ID0881,1961-11-04,Female,France,Paris,Accountant,Hospitality,Mass Affluent
ID0882,1996-01-28,Male,France,Paris,Financial Analyst,Finance,High Net Worth
ID0883,1992-12-24,Female,Canada,Vancouver,Marketing Manager,IT,Mass Affluent
ID0884,1986-06-14,Male,Canada,Vancouver,Project Manager,Education,High Net Worth
ID0885,1971-11-04,Male,USA,New York,Accountant,Marketing,Affluent
ID0886,1985-05-01,Male,UK,Manchester,Financial Analyst,Education,Mass Affluent
ID0887,1993-10-03,Male,Vietnam,Hanoi,Marketing Manager,Healthcare,High Net Worth
ID0888,1960-12-13,Male,USA,New York,Consultant,Healthcare,Affluent
ID0889,1975-03-27,Female,Australia,Melbourne,Data Scientist,Education,Affluent
ID0890,1978-09-23,Female,USA,New York,Marketing Manager,Hospitality,Affluent
ID0891,1994-06-26,Female,Australia,Melbourne,Sales Executive,Education,Affluent
ID0892,1983-04-08,Female,Germany,Berlin,Project Manager,Marketing,High Net Worth
ID0893,1991-04-11,Male,Australia,Melbourne,Accountant,Finance,Affluent
ID0894,1970-01-21,Male,Germany,Berlin,Software Engineer,IT,Mass Affluent
ID0895,1987-09-09,Female,USA,Los Angeles,Accountant,Education,Affluent
ID0896,1974-08-15,Male,Australia,Melbourne,Accountant,Construction,Mass Affluent
ID0897,1975-09-17,Male,Canada,Vancouver,General Manager,IT,High Net Worth
ID0898,2000-07-28,Female,France,Paris,Sales Executive,Retail,Affluent
ID0899,1990-12-13,Male,Australia,Sydney,Consultant,IT,Affluent
ID0900,1992-03-26,Male,Canada,Vancouver,Data Scientist,Marketing,Affluent
ID0901,1989-01-28,Female,Canada,Vancouver,Data Scientist,Retail,High Net Worth
ID0902,1992-06-08,Female,USA,Los Angeles,Financial Analyst,IT,Mass Affluent
ID0903,1985-08-07,Male,Vietnam,Ho Chi Minh,Data Scientist,Marketing,Mass Affluent
ID0904,1994-02-12,Male,UK,Manchester,Project Manager,Education,Affluent
ID0905,1973-07-15,Male,Australia,Melbourne,General Manager,Education,Affluent
ID0906,1974-03-28,Male,USA,Los Angeles,Accountant,Hospitality,Mass Affluent
ID0907,1989-08-13,Male,France,Paris,HR Specialist,Retail,Affluent
ID0908,1963-01-21,Female,Vietnam,Hanoi,HR Specialist,Construction,Affluent
ID0909,1968-06-18,Male,Canada,Toronto,Project Manager,IT,Mass Affluent
ID0910,1998-09-07,Female,USA,New York,Financial Analyst,Retail,High Net Worth
ID0911,1980-08-27,Male,Canada,Toronto,Accountant,Education,Mass Affluent
ID0912,1973-02-17,Female,UK,London,Accountant,Healthcare,Mass Affluent
ID0913,1974-11-21,Male,Vietnam,Hanoi,Data Scientist,Education,Affluent
ID0914,1980-12-01,Female,USA,New York,Marketing Manager,Healthcare,Mass Affluent
ID0915,1974-08-27,Male,USA,Los Angeles,Accountant,Education,High Net Worth
ID0916,1988-09-29,Male,UK,London,Marketing Manager,Education,Affluent
ID0917,1960-05-14,Female,Vietnam,Ho Chi Minh,Sales Executive,Healthcare,Mass Affluent
ID0918,1982-11-19,Male,Canada,Toronto,Software Engineer,Finance,High Net Worth
ID0919,1975-05-19,Male,Germany,Berlin,Software Engineer,Marketing,Affluent
ID0920,1982-07-22,Female,Canada,Vancouver,HR Specialist,Finance,Affluent
ID0921,2000-10-28,Female,France,Paris,General Manager,Finance,Mass Affluent
ID0922,1968-05-19,Male,USA,Los Angeles,Software Engineer,Finance,High Net Worth
ID0923,1992-01-21,Male,USA,New York,General Manager,Education,High Net Worth
ID0924,1983-10-06,Male,Vietnam,Ho Chi Minh,Sales Executive,IT,High Net Worth
ID0925,1995-04-23,Male,USA,New York,Marketing Manager,IT,High Net Worth
ID0926,1982-05-24,Female,UK,London,Project Manager,Construction,Mass Affluent
ID0927,1984-08-06,Female,Australia,Melbourne,Data Scientist,Construction,High Net Worth
ID0928,1972-02-12,Female,USA,New York,Financial Analyst,Marketing,High Net Worth
ID0929,1975-07-25,Female,Germany,Berlin,Accountant,IT,Mass Affluent
ID0930,1970-04-26,Female,UK,London,Marketing Manager,Finance,Affluent
ID0931,1970-12-05,Male,UK,Manchester,Software Engineer,Hospitality,Affluent
ID0932,1970-11-18,Male,Canada,Vancouver,General Manager,Healthcare,High Net Worth
ID0933,1960-01-25,Female,UK,London,Financial Analyst,Hospitality,Affluent
ID0934,1961-09-09,Female,Canada,Toronto,Consultant,Education,High Net Worth
ID0935,1971-07-15,Female,USA,New York,HR Specialist,Education,Mass Affluent
ID0936,1985-10-02,Male,Australia,Melbourne,Accountant,Healthcare,High Net Worth
ID0937,1984-05-08,Male,UK,London,Sales Executive,Healthcare,Mass Affluent
ID0938,2000-03-07,Female,Australia,Melbourne,HR Specialist,IT,Affluent
ID0939,1980-01-22,Male,UK,London,Sales Executive,Education,High Net Worth
ID0940,1970-10-02,Male,Australia,Sydney,Accountant,IT,Mass Affluent
ID0941,1974-07-13,Female,USA,New York,Software Engineer,Hospitality,High Net Worth
ID0942,1974-10-24,Female,USA,New York,Marketing Manager,IT,High Net Worth
ID0943,1978-04-18,Male,Canada,Toronto,Marketing Manager,Construction,Mass Affluent
ID0944,1985-04-26,Female,USA,New York,Marketing Manager,IT,Affluent
ID0945,1989-03-16,Female,France,Paris,HR Specialist,Healthcare,High Net Worth
ID0946,1991-05-29,Male,Vietnam,Ho Chi Minh,Accountant,Retail,Mass Affluent
ID0947,1975-10-13,Female,France,Paris,Consultant,Healthcare,High Net Worth
ID0948,1985-01-07,Female,UK,Manchester,Consultant,Healthcare,Mass Affluent
ID0949,1969-05-15,Male,Australia,Melbourne,Accountant,Healthcare,Mass Affluent
ID0950,1979-08-10,Female,USA,Los Angeles,Marketing Manager,Education,High Net Worth
ID0951,1979-02-11,Female,Vietnam,Ho Chi Minh,Marketing Manager,Finance,Mass Affluent
ID0952,1981-05-02,Female,France,Paris,Sales Executive,Hospitality,Mass Affluent
ID0953,1994-09-19,Male,Australia,Sydney,Sales Executive,Construction,Affluent
ID0954,1995-07-29,Male,Vietnam,Ho Chi Minh,Accountant,Education,Affluent
ID0955,1977-03-18,Male,USA,New York,Software Engineer,Marketing,High Net Worth
ID0956,1964-12-21,Male,USA,Los Angeles,Accountant,Marketing,Mass Affluent
ID0957,2000-06-09,Female,USA,New York,Sales Executive,IT,High Net Worth
ID0958,1984-02-23,Female,USA,New York,Accountant,Construction,Affluent
ID0959,1986-07-23,Male,Australia,Sydney,General Manager,Construction,Mass Affluent
ID0960,1992-12-15,Male,Australia,Sydney,Consultant,IT,High Net Worth
ID0961,1983-12-10,Female,France,Paris,Project Manager,IT,Affluent
ID0962,1972-06-07,Female,Germany,Berlin,HR Specialist,Marketing,Affluent
ID0963,1969-08-22,Female,Vietnam,Hanoi,Consultant,Hospitality,Affluent
ID0964,1989-08-26,Female,Vietnam,Ho Chi Minh,Project Manager,Finance,Affluent
ID0965,1997-04-13,Male,France,Paris,General Manager,Education,Affluent
ID0966,1992-04-30,Female,UK,London,Data Scientist,Finance,Mass Affluent
ID0967,1974-12-17,Male,UK,London,Accountant,Education,Mass Affluent
ID0968,1971-12-28,Male,USA,New York,HR Specialist,Finance,Affluent
ID0969,1990-01-04,Male,Australia,Sydney,Software Engineer,Healthcare,High Net Worth
ID0970,2000-08-25,Male,Australia,Melbourne,Accountant,Hospitality,Affluent
ID0971,1962-03-02,Female,Vietnam,Ho Chi Minh,Sales Executive,Education,Mass Affluent
ID0972,1970-01-25,Male,France,Paris,General Manager,Finance,High Net Worth
ID0973,1993-08-21,Female,France,Paris,HR Specialist,Marketing,High Net Worth
ID0974,1971-09-19,Female,Australia,Sydney,Project Manager,IT,Affluent
ID0975,1970-01-19,Male,UK,London,General Manager,IT,Affluent
ID0976,1970-12-04,Male,UK,London,Marketing Manager,Hospitality,High Net Worth
ID0977,1990-04-04,Female,Australia,Sydney,Sales Executive,Finance,Mass Affluent
ID0978,1960-04-17,Female,Australia,Melbourne,General Manager,Education,High Net Worth
ID0979,1972-02-27,Female,Canada,Vancouver,Data Scientist,Education,High Net Worth
ID0980,1971-05-31,Male,UK,London,Financial Analyst,Retail,Affluent
ID0981,1997-02-13,Male,Australia,Melbourne,Software Engineer,Hospitality,Affluent
ID0982,1961-02-20,Female,Vietnam,Hanoi,Consultant,Healthcare,Affluent
ID0983,2000-01-03,Female,Vietnam,Hanoi,Data Scientist,Education,High Net Worth
ID0984,1989-03-10,Female,Australia,Sydney,Marketing Manager,Hospitality,Affluent
ID0985,1968-06-26,Male,Vietnam,Hanoi,Software Engineer,Construction,Mass Affluent
ID0986,1995-05-24,Female,Australia,Melbourne,Consultant,Education,Mass Affluent
ID0987,1977-03-05,Male,Canada,Toronto,General Manager,Retail,Mass Affluent
ID0988,1984-06-23,Male,UK,London,General Manager,Finance,High Net Worth
ID0989,1966-07-27,Female,UK,Manchester,General Manager,Finance,Mass Affluent
ID0990,1970-12-12,Female,France,Paris,Software Engineer,Hospitality,High Net Worth
ID0991,1991-04-24,Female,Australia,Sydney,Financial Analyst,Education,High Net Worth
ID0992,1998-09-06,Female,Vietnam,Ho Chi Minh,General Manager,Hospitality,Affluent
ID0993,1966-04-29,Male,UK,London,HR Specialist,IT,Mass Affluent
ID0994,1986-06-13,Female,UK,London,Sales Executive,Education,High Net Worth
ID0995,1966-04-05,Female,Germany,Berlin,Marketing Manager,Hospitality,High Net Worth
ID0996,1978-06-17,Female,Germany,Berlin,Financial Analyst,IT,High Net Worth
ID0997,1999-04-23,Male,UK,Manchester,Project Manager,Hospitality,High Net Worth
ID0998,1992-08-20,Female,Canada,Toronto,Project Manager,Retail,Mass Affluent
ID0999,1993-05-29,Male,Germany,Berlin,Marketing Manager,Marketing,Affluent
ID1000,1994-12-08,Male,USA,Los Angeles,HR Specialist,Marketing,Mass Affluent
ID1001,1983-08-07,Male,Canada,Toronto,Project Manager,Retail,High Net Worth
ID1002,1963-04-24,Male,Vietnam,Ho Chi Minh,Data Scientist,Education,Affluent
ID1003,1988-04-29,Male,UK,Manchester,Software Engineer,Finance,Mass Affluent
ID1004,1985-08-27,Female,USA,Los Angeles,Data Scientist,Marketing,Affluent
ID1005,1990-06-07,Female,Canada,Toronto,Sales Executive,Finance,Affluent
